"(39.002659,-119.939957),"
"(-16.640652,-64.661928),"
"(35.488426,-96.686522),"
"(27.346007,-82.603816),"
"(40.793203,-77.857327),"
"(14.989397,-90.522408),"
"(44.506359,11.378382),"
"(58.266678,31.988722),"
"(42.685984,23.326714),"
"(26.42231,29.227089),"
"(51.846273,-0.145641),"
"(40.832322,-115.770579),"
"(11.25006,124.953073),"
"(39.924646,-105.518714),"
"(23.806678,44.700847),"
"(55.741469,37.615561),"
"(61.195429,-149.358257),"
"(35.155712,-107.828506),"
"(10.3,124),"
"(4.60971,-74.08175),"
"(46.482272,-116.253528),"
"(-14.81667,-66.85),"
"(-4.116685,-79.59763),"
"(31.246027,121.483385),"
"(-27.087466,-52.623305),"
"(41.68268,74.524734),"
"(30.211987,-92.031897),"
"(2.936398,-75.635527),"
"(40.429913,-3.669245),"
"(64.724809,-153.629618),"
"(34.186307,-118.459015),"
"(52.282563,104.315805),"
"(45.035871,-92.45279),"
"(45.880647,24.311196),"
"(-16.640652,-64.661928),"
"(51.671793,39.164955),"
"(59.304162,-155.871962),"
"(36.531544,-119.586168),"
"(23.133905,-82.366128),"
"(0.509094,-76.410633),"
"(55.356304,-131.683165),"
"(48.531925,-123.022384),"
"(39.20067,-106.835836),"
"(-38.391341,-69.655214),"
"(33.750378,-116.368654),"
"(27.346007,-82.603816),"
"(68.154468,-151.709778),"
"(13.005374,80.1907),"
"(-16.28333,27.48333),"
"(16.932122,121.387948),"
"(40.301712,21.788841),"
"(40.09095,-3.464618),"
"(42.716714,23.274242),"
"(56.782967,-133.500026),"
"(6.91028,122.07389),"
"(3.753446,8.795103),"
"(13.471739,144.755288),"
"(5.999236,116.108811),"
"(38.996664,-105.547822),"
"(0.06444,32.44694),"
"(33.733532,135.370839),"
"(39.436824,-92.545956),"
"(37.605053,-99.292951),"
"(48.165064,17.145673),"
"(44.211857,-72.681238),"
"(35.69439,51.42151),"
"(-1.241567,-78.322784),"
"(39.55448,-110.397504),"
"(-12.98078,-72.876651),"
"(67.000788,-50.691432),"
"(52.624633,-0.093181),"
"(10.75,106.66667),"
"(38.582102,-28.697398),"
"(48.494105,-81.280241),"
"(43.426364,39.924876),"
"(45.805356,16.375139),"
"(36.90333,38.87528),"
"(37.133179,-121.778155),"
"(34.136809,-117.29278),"
"(45.06545,-83.452509),"
"(-1.28333,36.81667),"
"(13.1,-59.61667),"
"(35.387362,-78.455056),"
"(19.10109,72.875449),"
"(-17.788573,-63.186492),"
"(37.03393,-76.319456),"
"(5.257883,-72.252521),"
"(-11.928923,-49.542449),"
"(-3.329631,114.600702),"

"(52.701357,-8.907781),"
"(0.51528,25.19099),"
"(55.741469,37.615561),"
"(34.255149,-111.62621),"
"(39.033564,-74.879239),"
"(50.121609,30.435489),"
"(13.881591,100.644533),"
"(26.256351,-98.06919),"
"(-8.11599,-79.02998),"
"(33.807808,-116.527883),"
"(32.81034,35.11255),"
"(61.195429,-149.358257),"
"(54.457409,-128.57572),"
"(59.38386,17.856144),"
"(-13.28333,-64.71667),"
"(48.315715,17.174044),"
"(44.212123,43.128994),"
"(58.33747,-112.384858),"
"(12.77944,45.03667),"
"(43.675623,10.548637),"
"(13.51366,2.1098),"
"(38.635957,-90.239861),"
"(54.790277,-124.557003),"
"(28.462493,-16.261104),"
"(-1.003189,101.972332),"
"(63.314401,93.884016),"
"(41.870087,43.735725),"
"(4.60971,-74.08175),"
"(59.262896,25.953783),"
"(14.64072,-90.51327),"
"(30.802278,36.391378),"

"(-15.40669,28.28713),"
"(40.68295,-73.9708),"
"(23.133905,-82.366128),"
"(29.584505,-90.690407),"
"(-5.803737,-35.218408),"
"(-32.838882,-56.01682),"
"(19.285663,166.644535),"
